4,1412,4.0,950322891
4,1446,4.0,950323407
4,1511,3.0,950323662
4,1617,4.0,950323208
4,1633,5.0,950323796
4,1719,5.0,950323208
4,1732,2.0,950322729
4,1734,4.0,950322859
4,1931,4.0,950322965
4,1936,5.0,950322914
4,1944,3.0,950323231
4,1945,4.0,950323141
4,1948,4.0,950323708
4,1949,5.0,950322829
4,1997,5.0,950323481
4,2019,4.0,950324580
4,2132,5.0,950322914
4,2160,4.0,950323553
4,2186,4.0,950323609
4,2212,4.0,950323441
4,2301,3.0,950322729
4,2324,5.0,950324206
4,2622,4.0,950324262
4,2629,4.0,950324357
4,2671,4.0,950324319
4,2683,1.0,950322729
4,2687,5.0,950324262
4,2690,4.0,950324319
4,2692,4.0,950322914
4,2713,2.0,950324357
4,2723,2.0,950324335
4,2724,3.0,950324319
4,2725,5.0,950324287
4,2728,5.0,950323165
4,2739,5.0,950323796
4,2759,3.0,950324319
4,2761,4.0,950323355
4,2763,4.0,950324319
4,2770,4.0,950324262
4,2828,2.0,950324370
4,2848,4.0,950322965
4,2871,3.0,950323553
4,2874,4.0,950323317
4,2935,4.0,950323006
4,2948,3.0,950323317
4,2951,3.0,950323609
4,2969,4.0,950323585
4,2987,5.0,950324532
4,3035,5.0,950323729
4,3088,5.0,950323638
4,3095,5.0,950323441
4,3114,5.0,950323407
4,3122,5.0,950324430
4,3196,5.0,950322859
4,3260,4.0,950323481
4,3271,3.0,950322729
4,5060,5.0,950323407
5,1,4.0,1303501039
5,63,3.0,1303501454
5,110,0.5,1303501027
5,170,2.0,1303499098
5,175,4.0,1303499848
5,231,0.5,1303501088
5,319,1.0,1303499130
5,344,1.0,1303501063
5,778,4.0,1303499835
5,1012,0.5,1303499244
5,1206,4.5,1303499819
5,1517,3.5,1303501407
5,1580,3.5,1303501093
5,1907,4.5,1303500565
5,2092,3.5,1303499525
5,2300,4.0,1303499140
5,2316,3.5,1303499415
5,2427,0.5,1303499066
5,2485,3.0,1303500096
5,2490,0.5,1303499081
5,2571,1.5,1303501053
5,2657,5.0,1303499758
5,2683,4.0,1303501422
5,2687,3.5,1303500744
5,2762,3.5,1303501080
5,2792,2.0,1303499206
5,2805,2.5,1303499179
5,2871,1.5,1303499084
5,2959,1.5,1303501104
5,3616,3.5,1303500222
5,3869,2.0,1303499191
5,4016,4.0,1303500821
5,4018,2.5,1303500213
5,4168,2.5,1303500195
5,4306,4.0,1303500512
5,4890,3.5,1303499201
5,5065,1.0,1303499420
5,5380,5.0,1303500762
5,5481,3.5,1303501438
5,6377,3.5,1303501244
5,7046,2.5,1303499512
5,7375,4.0,1303500228
5,8360,4.0,1303500517
5,32017,3.5,1303500405
5,33499,4.0,1303500204
5,43930,3.0,1303500186
5,44193,3.5,1303500177
5,45431,4.0,1303500748
5,46972,5.0,1303500388
5,52975,3.5,1303500834
5,54259,4.0,1303499858
5,56152,4.5,1303499798
5,59784,3.5,1303500817
5,60126,4.0,1303501385
5,63859,5.0,1303499888
5,67408,4.5,1303500804
5,68793,5.0,1303500362
5,68954,5.0,1303499879
5,71264,5.0,1303500727
5,72737,4.5,1303500318
5,78637,3.5,1303500906
5,81847,5.0,1303500307
6,480,3.5,1348693770
6,851,3.0,1348693323
6,1073,5.0,1348693765
6,1097,4.0,1348693761
6,1199,4.0,1348693919
6,1223,5.0,1348693906
6,1682,4.0,1348881316
6,1732,4.5,1348693747
6,1884,3.5,1348881393
6,1965,5.0,1348692303
6,2205,4.0,1348693544
6,2329,5.0,1348693741
6,2335,3.0,1348692322
6,2572,5.0,1348693884
6,2599,4.5,1348693872
6,2694,3.5,1348693880
6,2858,5.0,1348693734
6,2918,4.0,1348693730
6,2959,5.0,1348881402
6,3082,4.0,1348693848
6,3262,4.0,1348693273
6,3897,4.0,1348693829
6,4054,3.5,1348693211
6,4090,4.0,1348693358
6,4239,4.0,1348881216
6,4369,2.5,1348693820
6,4728,3.0,1348693195
6,4878,4.0,1348693812
6,6711,4.0,1348881409
6,6874,5.0,1348881362
6,7147,3.0,1348881276
6,7361,5.0,1348881389
6,7438,5.0,1348881371
6,8784,5.0,1348881415
6,30810,5.0,1348693980
6,33004,5.0,1348692341
6,41573,4.0,1348693455
6,42002,4.0,1348693520
6,44191,3.0,1348881368
6,44195,4.5,1348693797
6,45722,4.0,1348693793
6,46578,5.0,1348881313
6,46976,5.0,1348881236
6,48394,3.0,1348881319
6,49272,4.0,1348693802
6,55247,4.5,1348694072
6,55765,5.0,1348693956
6,56367,5.0,1348693782
6,60069,5.0,1348693780
6,66665,5.0,1348693493
6,68954,4.0,1348881432
6,69122,3.0,1348693949
6,72011,4.0,1348881233
6,76251,3.0,1348693953
6,78039,3.0,1348693590
6,94864,4.5,1348693600
7,10,4.0,1322062970
7,32,5.0,1322058768
7,47,5.0,1322062854
7,70,4.5,1322063954
7,145,4.0,1322063997
7,165,5.0,1322062886
7,196,2.0,1322063845
7,231,4.0,1322062919
7,260,5.0,1322062772
7,288,4.5,1322063376
7,293,4.0,1322063380
7,296,3.5,1322062749
7,316,4.0,1322062901
7,344,1.0,1322062846
7,356,5.0,1322062754
7,367,1.0,1322062926
7,377,3.5,1322062833
7,485,3.5,1322063868
7,527,2.5,1322058520
7,541,4.0,1322063057
7,546,2.5,1322056604
7,589,4.5,1322065131
7,593,5.0,1322062756
7,648,3.5,1322062866
7,673,2.5,1322064247
7,733,4.5,1322062938
7,741,3.5,1322064829
7,780,4.0,1322062791
7,858,3.5,1322058410
7,1036,5.0,1322063044
7,1080,5.0,1322063494
7,1089,3.0,1322063354
7,1127,3.0,1322063602
7,1136,5.0,1322062989
7,1196,5.0,1322062818
7,1198,5.0,1322062825
7,1200,5.0,1322063112
7,1206,3.0,1322063399
7,1208,5.0,1322063434
7,1210,5.0,1322062796
7,1214,5.0,1322063041
7,1221,3.5,1322058496
7,1222,5.0,1322063479
7,1240,5.0,1322062949
7,1258,4.0,1322063438
7,1291,4.0,1322063022
7,1320,4.5,1322063861
7,1370,4.0,1322063701
7,1391,5.0,1322063573
7,1407,5.0,1322063575
7,1517,4.5,1322063408
7,1527,4.0,1322063097
7,1580,4.0,1322062909
7,1610,4.5,1322063464
7,1676,5.0,1322063720
7,1687,4.5,1322056646
7,1690,5.0,1322064119
7,1722,4.0,1322063974
7,1732,3.5,1322063537
7,1747,4.0,1322064140
7,1862,2.0,1322057079
7,1954,0.5,1322063818
7,1991,3.5,1322057039
7,2028,5.0,1322062892
7,2115,4.5,1322063485
7,2161,3.5,1322064222
7,2167,5.0,1322064033
7,2288,3.5,1322056537
7,2329,5.0,1322059284
7,2353,4.0,1322063748
7,2467,4.0,1322065026
7,2470,3.0,1322063962
7,2571,5.0,1322062812
7,2617,2.5,1322063594
7,2628,2.5,1322062956
7,2672,2.5,1322056727
7,2683,5.0,1322063125
7,2692,4.0,1322063635
7,2699,1.5,1322063766
7,2700,5.0,1322063566
7,2701,3.0,1322064052
7,2710,3.0,1322063503
7,2712,1.5,1322063732
7,2788,4.5,1322064874
7,2807,4.0,1322062710
7,2890,4.0,1322063987
7,2916,3.0,1322063500
7,2959,5.0,1322058885
7,3033,4.0,1322064060
7,3052,4.5,1322063644
7,3081,4.0,1322063927
7,3176,4.0,1322063881
7,3253,3.5,1322063936
7,3275,5.0,1322064676
7,3441,3.5,1322056817
7,3527,3.0,1322063895
7,3623,2.5,1322063609
7,3793,4.0,1322063109
7,3977,3.5,1322063618
7,3994,3.5,1322063915
7,4011,5.0,1322063716
7,4306,3.0,1322063006
7,4343,1.5,1322056690
7,4370,2.5,1322064206
7,4387,4.0,1322057289
7,4553,3.5,1322057354
7,4878,4.0,1322063664
7,4963,4.5,1322063469
7,4993,3.0,1322062944
7,5349,3.0,1322063461
7,5378,2.5,1322063672
7,5418,4.0,1322063582
7,5608,2.5,1322064898
7,5669,4.0,1322064028
7,5903,5.0,1322059187
7,5952,3.0,1322062979
7,6333,4.5,1322063795
7,6365,3.0,1322063681
7,6502,2.5,1322058802
7,6539,2.5,1322063427
7,6794,0.5,1322057726
7,6807,4.5,1322065097
7,6874,2.5,1322063539
7,6934,3.0,1322064177
7,7153,3.0,1322063087
7,7438,2.5,1322063647
7,8636,2.0,1322063803
7,8874,2.0,1322064664
7,27611,4.5,1322064733
7,32587,5.0,1322058836
7,33493,3.0,1322064189
7,33794,3.5,1322063693
7,36529,1.5,1322064926
7,37380,3.5,1322057610
7,44191,4.0,1322064165
7,44665,5.0,1322059087
7,47610,4.0,1322065169
7,47997,4.5,1322058863
7,48394,2.0,1322064702
7,48774,2.5,1322064811
7,52281,3.5,1322065088
7,57532,1.5,1322062605
7,58559,5.0,1322058940
7,59315,2.0,1322064752
7,60126,4.5,1322057527
7,60161,3.5,1322065251
7,60684,3.5,1322065045
7,62956,3.0,1322057926
7,63113,4.0,1322057024
7,67255,3.5,1322064635
7,68157,2.0,1322064580
7,68791,3.5,1322058563
7,69122,3.5,1322064996
7,71535,2.0,1322064722
7,74458,3.5,1322064784
7,79008,4.0,1322064620
7,79132,2.0,1322059458
7,84152,3.5,1322065007
7,87232,2.0,1322064955
7,88744,2.0,1322059122
7,90603,3.5,1322058685
8,1,5.0,858610933
8,3,4.0,858611010
8,5,3.0,858611848
8,25,5.0,858611295
8,32,3.0,858610933
8,36,5.0,858612240
8,52,5.0,858611682
8,58,3.0,858612300
8,62,4.0,858611351
8,86,4.0,858611885
8,95,3.0,858612404
8,104,3.0,858611351
8,107,3.0,858612128
8,140,4.0,858612027
8,141,3.0,858610933
8,260,4.0,858611469
8,376,3.0,858611495
8,648,5.0,858610933
8,673,3.0,858611190
8,724,3.0,858611606
8,726,5.0,858611682
8,731,1.0,858612008
8,733,3.0,858611470
8,736,3.0,858610933
8,766,5.0,858611946
8,778,4.0,858612353
8,780,4.0,858610933
8,783,5.0,858611101
8,785,2.0,858611351
8,786,3.0,858611010
8,788,5.0,858611351
8,802,4.0,858611817
8,804,4.0,858611659
8,805,4.0,858611606
8,808,4.0,858611470
8,818,3.0,858611425
8,832,3.0,858611351
8,880,1.0,858612043
8,991,5.0,858611971
8,1042,5.0,858611101
8,1047,4.0,858611797
8,1057,3.0,858611425
8,1059,4.0,858611295
8,1061,4.0,858611915
8,1073,5.0,858611351
8,1120,5.0,858611295
8,1183,1.0,858611295
8,1210,5.0,858611101
8,1353,2.0,858611946
8,1357,3.0,858611295
8,1358,5.0,858611425
8,1393,5.0,858611295
8,1407,5.0,858611351
8,1409,3.0,858611797
8,1410,5.0,858611559
8,1414,3.0,858611425
8,1416,4.0,858611295
8,1471,5.0,858611143
8,1476,5.0,858611101
9,3,3.0,842687044
9,6,4.0,842686600
9,10,3.0,842686329
9,14,3.0,842687061
9,16,4.0,842686699
9,19,2.0,842686370
9,21,3.0,842686387
9,23,3.0,842686803
9,25,4.0,842686567
9,32,3.0,842686434
9,47,3.0,842686351
9,50,2.0,842686415
9,52,2.0,842687080
9,58,3.0,842686840
9,95,3.0,842686534
9,110,3.0,842686309
9,122,2.0,842686821
9,150,4.0,842686220
9,153,3.0,842686249
9,161,4.0,842686293
9,163,3.0,842686649
9,165,3.0,842686248
9,172,3.0,842686583
9,173,2.0,842686475
9,185,2.0,842686329
9,194,4.0,842687061
9,195,1.0,842687080
9,198,3.0,842686901
9,204,2.0,842686515
9,223,4.0,842686617
9,227,2.0,842686664
9,230,3.0,842686770
9,231,4.0,842686269
9,235,4.0,842686515
9,246,3.0,842686720
9,248,2.0,842686918
9,253,3.0,842686329
9,260,4.0,842687080
9,267,1.0,842687010
9,281,3.0,842686788
9,288,4.0,842686329
9,293,4.0,842686515
9,296,5.0,842686221
9,300,3.0,842686352
9,305,2.0,842686859
9,315,2.0,842686474
9,316,3.0,842686269
9,318,3.0,842686294
9,319,3.0,842686788
9,329,1.0,842686293
9,333,3.0,842686550
9,337,2.0,842686474
9,344,2.0,842686248
9,345,2.0,842686901
9,348,3.0,842686664
9,349,3.0,842686248
9,350,2.0,842686455
9,353,3.0,842686550
9,355,2.0,842686633
9,356,3.0,842686293
9,357,3.0,842686455
9,361,3.0,842687028
9,367,3.0,842686370
9,368,3.0,842686567
9,370,2.0,842686617
9,371,2.0,842686901
9,372,2.0,842686803
9,376,3.0,842686720
9,377,3.0,842686370
9,380,3.0,842686221
9,410,2.0,842686352
9,412,2.0,842686949
9,415,2.0,842687044
9,417,3.0,842686965
9,419,2.0,842686918
9,427,2.0,842686859
9,431,3.0,842686750
9,432,2.0,842686455
9,434,3.0,842686293
9,440,2.0,842686455
9,442,3.0,842686491
9,454,2.0,842686329
9,455,1.0,842686859
9,457,3.0,842686269
9,466,2.0,842686678
9,471,3.0,842686720
9,474,3.0,842686474
9,475,3.0,842686878
9,477,2.0,842686878
9,480,3.0,842686309
9,481,3.0,842686965
9,485,3.0,842686617
9,489,2.0,842686949
9,494,3.0,842686822
9,497,4.0,842686633
9,500,3.0,842686370
9,508,3.0,842686534
9,509,1.0,842686491
9,514,2.0,842687044
9,515,3.0,842686601
9,519,1.0,842687044
9,527,3.0,842686415
9,532,3.0,842686788
9,535,3.0,842686933
9,537,2.0,842686980
9,539,2.0,842686415
9,540,2.0,842686878
9,543,2.0,842686840
9,555,4.0,842686633
9,585,3.0,842686550
9,586,2.0,842686387
9,587,2.0,842686387
9,589,4.0,842686351
9,590,3.0,842686220
9,592,3.0,842686219
9,593,3.0,842686269
9,597,1.0,842686387
9,610,1.0,842686736
9,648,3.0,842686567
9,733,3.0,842686770
9,784,3.0,842686965
10,39,5.0,1318896763
10,180,2.5,1318896428
10,253,4.0,1318896938
10,327,2.5,1318896461
10,356,4.0,1318897003
10,480,2.0,1318897016
10,934,1.0,1318896552
10,1093,4.0,1318896442
10,1298,0.5,1318896487
10,1727,3.5,1318896704
10,2081,5.0,1318896908
10,2146,2.0,1318896615
10,2390,4.0,1318896677
10,2528,4.5,1318896512
10,2572,5.0,1318896778
10,2581,2.0,1318896456
10,3159,3.5,1318896568
10,3186,3.5,1318896532
10,3362,4.5,1318896475
10,4880,4.0,1318896693
10,7445,3.5,1318896573
10,7451,5.0,1318896800
10,81591,4.0,1318896707
11,1,4.0,850815810
11,10,3.0,850816421
11,17,3.0,850815856
11,19,3.0,850816476
11,34,3.0,850817622
11,48,2.0,850816573
11,107,2.0,850816521
11,111,4.0,850816421
11,150,4.0,850815571
11,153,3.0,850816035
11,154,3.0,850817332
11,165,3.0,850817914
11,260,5.0,850816371
11,265,4.0,850816476
11,292,4.0,850815663
11,306,3.0,850817371
11,316,4.0,850815615
11,317,2.0,850816286
11,329,5.0,850815615
11,344,3.0,850815571
11,349,4.0,850815614
11,350,3.0,850815810
11,357,2.0,850815769
11,362,3.0,850816662
11,364,3.0,850815719
11,367,3.0,850815719
11,368,3.0,850816371
11,370,3.0,850816662
11,377,3.0,850815719
11,410,3.0,850817072
11,420,2.0,850815810
11,434,3.0,850815615
11,454,3.0,850815663
11,480,4.0,850815615
11,500,3.0,850815719
11,539,3.0,850815769
11,541,4.0,850817145
11,552,3.0,850816335
11,568,3.0,850817560
11,586,3.0,850815810
11,587,5.0,850815719
11,588,4.0,850816286
11,589,3.0,850816207
11,590,3.0,850815570
11,592,3.0,850816035
11,593,5.0,850815615
11,594,4.0,850816335
11,596,3.0,850816662
11,597,4.0,850815719
11,616,3.0,850816620
11,661,3.0,850816695
11,720,5.0,850816371
11,745,5.0,850816476
11,750,3.0,850817184
11,788,2.0,850816573
11,805,3.0,850816286
11,903,3.0,850818019
11,904,4.0,850817403
11,908,4.0,850817461
11,910,3.0,850817788
11,912,3.0,850817114
11,919,5.0,850817427
11,924,5.0,850817184
11,969,3.0,850817495
11,1019,3.0,850817715
11,1023,4.0,850817560
11,1028,4.0,850817788
11,1035,3.0,850816620
11,1036,3.0,850816237
11,1073,3.0,850816286
11,1079,4.0,850816573
11,1080,3.0,850817072
11,1082,3.0,850817495
11,1084,4.0,850816476
11,1086,3.0,850817972
11,1097,3.0,850816476
11,1127,4.0,850817788
11,1136,4.0,850817072
11,1148,5.0,850816620
11,1193,5.0,850817686
11,1196,5.0,850817222
11,1198,4.0,850817183
11,1199,3.0,850817294
11,1200,4.0,850817750
11,1206,3.0,850817822
11,1210,4.0,850817332
11,1214,4.0,850817822
11,1219,3.0,850818019
11,1220,3.0,850817750
11,1240,4.0,850817686
11,1269,4.0,850817788
11,1278,4.0,850817623
11,1282,5.0,850817560
11,1291,4.0,850817623
11,1356,5.0,850816807
11,1374,4.0,850817584
11,5060,5.0,850817750
12,3,3.0,1144396293
12,16,1.5,1144396284
12,235,3.0,1144396288
12,266,4.0,1144396182
12,350,1.0,1144396206
12,553,3.0,1144396310
12,594,4.5,1144396233
12,708,4.0,1144396245
12,750,2.5,1144396215
12,1080,4.0,1144396300
12,1101,4.0,1144396239
12,1208,1.0,1144396200
12,1225,1.0,1144396198
12,1258,2.5,1144396306
12,1917,2.0,1144396196
12,2012,4.0,1144396262
12,2174,4.0,1144396267
12,2710,4.0,1144396281
12,2797,4.0,1144396274
12,5952,4.0,1144396227
13,20,3.5,1215872228
13,50,4.0,1215873838
13,111,4.5,1215873819
13,277,3.0,1215873470
13,1148,3.0,1215873857
13,1213,4.0,1215873724
13,1223,3.5,1215873850
13,1359,4.5,1215873565
13,1722,2.5,1215873449
13,1920,3.0,1215872286
13,2133,3.5,1215872213
13,2633,3.5,1215872526
13,2959,4.0,1215873716
13,2991,3.5,1215872232
13,3082,4.0,1215873488
13,3113,2.5,1215872190
13,4005,3.0,1215872502
13,4878,4.0,1215873678
13,5424,1.5,1215873070
13,5879,3.0,1215872817
13,8620,5.0,1215873688
13,8641,3.5,1215872321
13,34150,2.5,1215873901
13,39715,3.0,1215873894
13,45662,2.5,1215873918
13,48394,4.0,1215873783
13,52458,4.0,1215872756
13,56003,3.5,1215873945
14,1,4.0,851766286
14,3,3.0,851766337
14,5,3.0,851766337
14,7,3.0,851766337
14,17,5.0,851766287
14,62,3.0,851766287
14,104,3.0,851766380
14,141,5.0,851766287
14,608,5.0,851766337
14,648,3.0,851766288
14,719,3.0,851766490
14,724,3.0,851766456
14,736,3.0,851766287
14,761,2.0,851766490
14,780,4.0,851766286
14,784,2.0,851766380
14,786,3.0,851766380
14,852,3.0,851766515
14,1073,5.0,851766380
14,1356,4.0,851766456
14,1367,4.0,851766620
15,50,5.0,1447478172
15,101,5.0,1447478451
15,235,5.0,1447478243
15,293,5.0,1447478343
15,296,5.0,1447478367
15,533,5.0,1447478594
15,541,5.0,1447478713
15,565,5.0,1447478473
15,841,5.0,1447479128
15,952,5.0,1447478689
15,1136,4.0,1447478232
15,1199,5.0,1447478200
15,1206,5.0,1447478193
15,1258,5.0,1447479120
15,1884,4.0,1447478219
15,1929,5.0,1447478748
15,2174,5.0,1447478622
15,2288,5.0,1447478326
15,2363,5.0,1447478663
15,2395,5.0,1447478441
15,2519,5.0,1447478275
15,2550,5.0,1447479135
15,2644,5.0,1447478260
15,2660,4.0,1447478335
15,2762,4.5,1447478380
15,2781,5.0,1447478283
15,2959,4.0,1447478175
15,2968,4.0,1447478222
15,3307,5.0,1447478407
15,3435,5.0,1447478396
15,3462,5.0,1447478378
15,3535,5.0,1447478575
15,3863,4.0,1447478579
15,3949,5.0,1447478408
15,3994,5.0,1447478541
15,4467,5.0,1447478215
15,4902,5.0,1447478469
15,4979,5.0,1447478443
15,6270,5.0,1447478644
15,6629,5.0,1447478300
15,6807,4.0,1447478229
15,6874,3.5,1447478519
15,6987,5.0,1447478727
15,7253,5.0,1447478847
15,7373,5.0,1447478480
15,7766,5.0,1447478638
15,8235,5.0,1447478812
15,8874,5.0,1447478549
15,25763,5.0,1447478893
15,26285,5.0,1447478319
15,30810,5.0,1447478447
15,32160,5.0,1447478774
15,32551,5.0,1447478821
15,47465,4.0,1447478225
15,48394,5.0,1447478399
15,49272,5.0,1447478542
15,55269,5.0,1447478444
15,60069,5.0,1447478537
15,61240,5.0,1447478423
15,66934,5.0,1447478417
15,68954,5.0,1447478392
15,72226,5.0,1447478450
15,72854,5.0,1447478789
15,76089,5.0,1447478800
15,79711,5.0,1447478762
15,86864,5.0,1447478672
15,88595,5.0,1447478795
15,94959,5.0,1447478427
15,96079,5.0,1447479134
15,99114,5.0,1447478391
15,108192,5.0,1447478448
15,109374,5.0,1447478397
15,128838,4.0,1447478472
16,2,3.0,849188326
16,9,4.0,842889939
16,19,3.0,842888317
16,29,5.0,849188291
16,32,5.0,842888389
16,47,5.0,842888317
16,50,4.0,842888389
16,95,5.0,842889032
16,141,4.0,842889000
16,160,5.0,842888482
16,161,5.0,842888169
16,165,4.0,842888111
16,172,4.0,842889189
16,173,5.0,842888481
16,196,5.0,842888652
16,204,4.0,842889068
16,208,5.0,842888217
16,217,4.0,842889694
16,231,2.0,842888142
16,235,3.0,842889068
16,253,5.0,842888247
16,256,3.0,842889189
16,266,4.0,842888424
16,273,5.0,842889694
16,292,4.0,842889758
16,296,3.0,842888066
16,303,4.0,842889458
16,315,4.0,842888623
16,316,5.0,842888142
16,317,3.0,842888424
16,328,4.0,842890000
